7.89014e-05   2.30853e-13
0.0102289   5.03002e-07
0.276838   0.30057
0.0170367   -0.483531
-0.279788   0.0743725
-0.338749   -0.070745
0.0484424   0.24522
0.53317   0.162356
-0.174543   -0.364157
-0.176599   -0.371026
0.262325   -0.11412
-0.137335   0.123394
-0.505701   -0.0620017
0.260771   -0.467601
0.370408   0.081751
0.263861   0.0921247
-0.275757   -0.0520652
-0.116383   -0.21537
0.320432   0.0155111
-0.134922   0.121358
0.462891   0.206705
-0.358242   0.204379
-0.200592   -0.47808
-0.410615   -0.256896
0.143061   -0.0668407
0.235327   -0.340871
-0.201293   -0.0343872
0.438907   0.2862
-0.21831   -0.316586
-0.334856   0.195206
-0.114258   -0.360813
0.230468   -0.145609
0.0047944   -0.0624328
-0.00669179   0.0853495
0.537532   0.165235
-0.0471462   -0.537746
-0.236067   0.440922
-0.286604   -0.315525
0.0199255   -0.494429
0.444814   -0.0250757
-0.219431   0.247831
0.00643305   0.345726
0.289839   -0.0319058
-0.0571963   -0.329682
0.00952322   -0.451584
-0.197379   -0.277193
0.116362   0.0571739
-0.277726   -0.301903
0.167788   -0.148474
-0.054049   0.37621
-0.29825   0.125936
0.0256274   -0.246388
-0.142143   0.0200189
0.0430032   0.558723
-0.0649801   0.411828
-0.106765   0.130277
0.281636   0.486682
-0.370233   0.031439
0.378179   -0.283365
0.2052   -0.13166
0.386252   0.154515
0.464872   -0.31741
-0.2458   -0.00698708
-0.464255   -0.0476904
-0.149848   0.323532
0.372486   -0.0313364
-0.487282   0.0184503
-0.024109   0.236854
0.427674   0.274181
0.479508   -0.163283
0.157559   0.0787268
-0.0972264   -0.000431961
-0.154163   0.137397
-0.0762786   0.443941
0.298164   -0.179337
-0.276844   -0.0523555
-0.391636   0.088974
0.37961   -0.147601
0.172617   0.0561875
0.0404456   -0.55808
0.042174   -0.330426
0.232279   -0.436592
0.20503   0.205973
0.458295   0.0458438
-0.203543   -0.499863
0.260644   -0.283757
-0.257208   -0.272328
-0.0468167   -0.539545
-0.059347   -0.381084
0.557726   -0.00189976
0.24409   -0.205645
0.0529908   0.499989
-0.181893   0.492359
-0.288284   0.391513
-0.419791   -0.0350925
-0.431207   -0.277903
0.233228   -0.338673
-0.266277   0.164141
0.179807   -0.277474
-0.0381146   0.312482
-0.324997   0.191117
-0.41313   -0.0986458
-0.44652   0.0912493
-0.0327885   0.137669
0.171858   0.355473
0.216729   0.313455
-0.049516   -0.0239324
0.152749   -0.447008
0.343994   0.0724869
-0.36836   -0.0810023
-0.54586   0.00521296
0.191793   -0.0552499
-0.00396085   -0.369207
-0.287373   -0.102613
0.27975   -0.229254
-0.197116   -0.196743
0.186482   -0.28569
0.255358   0.401083
0.126555   0.530832
-0.0165626   -0.0734679
0.266239   0.285046
0.430069   0.276699
-0.0633642   0.406878
0.200219   0.00377398
-0.306446   0.183073
0.199603   0.0340309
-0.127024   -0.492409
0.326556   -0.13431
0.00986964   0.155483
0.183481   0.395684
-0.134786   0.29832
0.215457   -0.185214
-0.20247   -0.286394
0.185309   0.256189
-0.185224   -0.402422
-0.192109   0.167627
-0.229091   0.195102
-0.561112   0.000913009
0.150078   0.199971
-0.391823   -0.239049
0.228605   -0.333778
-0.421756   -0.268059
0.19335   -0.0556353
-0.316844   -0.116655
0.158868   0.213406
0.306713   -0.0322918
-0.1944   0.125494
0.346822   0.429133
-0.441228   -0.190603
-0.00578642   0.43307
-0.404851   0.029267
-0.384608   0.0884332
0.331174   -0.0826063
0.21465   0.217448
0.109361   0.33484
-0.151992   0.326992
-0.254288   -0.268309
0.223901   0.22877
-0.194792   -0.272599
-0.134238   -0.128677
0.157682   -0.455198
0.00489487   0.36094
-0.0561789   0.00838051
-0.256699   0.21423
0.119649   0.395552
0.243143   0.0438144
0.429037   -0.304873
-0.482584   0.240197
0.347806   0.431466
0.475746   -0.162928
-0.230299   0.145518
0.273589   0.295738
0.188622   -0.164932
0.440755   0.28823
0.266513   0.433066
0.504962   0.241752
-0.219436   0.247835
-0.00859106   0.447163
0.306206   0.347804
0.110223   -0.521461
-0.190046   0.0548157
-0.272339   0.377209
-0.538125   0.166289
0.20171   -0.519499
0.185193   -0.0847772
-0.198603   -0.279385
0.0245746   0.110752
-0.177958   -0.375679
0.198256   -0.127709
-0.000316474   0.401041
0.143019   -0.170991
-0.494251   0.0902268
-0.28198   -0.0105571
-0.212015   -0.154841
0.135012   -0.29871
0.0178808   -0.486783
-0.352972   0.0853396
0.526478   -0.166076
-0.287458   -0.316866
-0.352034   0.141096
0.203712   -0.401693
-0.204312   -0.506533
-0.117141   -0.378289
0.381451   -0.0308759
0.158182   -0.0465874
0.290981   -0.393855
-0.0536589   0.212779
-0.414914   -0.0994073
