7.79565e-05   2.28088e-13
0.0101064   4.96978e-07
0.239629   0.260172
0.0196648   -0.558121
-0.489108   0.130013
-0.507208   -0.105926
0.108094   0.547182
0.52016   0.158394
-0.222625   -0.464473
-0.223702   -0.469987
0.293759   -0.127794
-0.356991   0.320752
-0.304708   -0.0373588
0.0724848   -0.129976
0.355961   0.0785626
0.233354   0.0814736
-0.46967   -0.0886777
-0.192883   -0.356934
0.316594   0.0153253
-0.355942   0.320159
0.443316   0.197963
-0.167569   0.095599
-0.0866793   -0.206587
-0.18403   -0.115136
0.196575   -0.0918434
0.266804   -0.386464
-0.432241   -0.0738405
0.414849   0.270513
-0.288376   -0.418194
-0.115316   0.0672242
-0.147389   -0.465437
0.271141   -0.171306
0.0216045   -0.281334
-0.0384597   0.490529
0.524535   0.16124
-0.0208685   -0.238025
-0.180141   0.336465
-0.367431   -0.404508
0.0025733   -0.0638535
0.448   -0.0252552
-0.370035   0.417927
0.00376397   0.202284
0.299156   -0.0329315
-0.0764911   -0.440897
0.0112067   -0.531416
-0.276186   -0.387867
0.501309   0.246315
-0.361769   -0.393262
0.22076   -0.195349
-0.0341441   0.237661
-0.491125   0.207377
0.0381087   -0.366386
-0.428036   0.0602827
0.0374641   0.486756
-0.0457908   0.290211
-0.305519   0.372802
0.256949   0.444021
-0.547128   0.0464604
0.404825   -0.30333
0.250158   -0.160506
0.364105   0.145655
0.140383   -0.0958524
-0.466911   -0.0132723
-0.230018   -0.0236285
-0.0672127   0.145117
0.378111   -0.0318096
-0.283604   0.0107383
-0.0545587   0.536002
0.403034   0.258384
0.4948   -0.168491
0.0777165   0.0388322
-0.410341   -0.00182308
-0.364717   0.325052
-0.0573521   0.333789
0.330222   -0.198619
-0.470276   -0.0889367
-0.113125   0.0257003
0.400529   -0.155735
0.124023   0.04037
0.0192186   -0.265184
0.0543245   -0.425623
0.256991   -0.483041
0.148917   0.149602
0.452806   0.0452948
-0.101301   -0.248774
0.295173   -0.321348
-0.348929   -0.369442
-0.0209892   -0.241893
-0.0747773   -0.480167
0.557881   -0.00190029
0.283415   -0.238776
0.0445366   0.42022
-0.146204   0.395754
-0.209347   0.28431
-0.118231   -0.00988352
-0.230215   -0.148368
0.264889   -0.384648
-0.454438   0.280129
0.217371   -0.335442
-0.0140007   0.114785
-0.0858748   0.0504993
-0.094194   -0.0224913
-0.237504   0.0485355
-0.115127   0.483385
0.137044   0.283464
